Unnamed: 0,uid,speakerid,replyid,utterance,offensive,target
671,12.0,地球是我搓圆的--,忘忧小绿草,昨天追尾的图都满天飞了 新闻口径还统一只说了脱钩…,0.0,0.0
758,13.0,lugal_AUO,United鑫,一年50万不吃不喝10年，能在北京买个一居室,0.0,0.0
536,4.0,2169526782,246658490,石锤了，南通都是被xn逼的,1.0,2.0
592,11.0,H_O_P_E正在充能赤色的决心,T5sky,我严重怀疑你是境外敌对势力培养的牛鬼蛇神，请停止你的妖言惑众行为。,1.0,1.0
644,12.0,把你们豹豹猫猫都鲨了,Bettysjing,这种小男孩有性意识的新闻屡见不鲜，这么多年了还有人说是大人敏感了哈哈,0.0,0.0
737,11.0,Jahi-P,郑泽文,骂的时候多凶，现在人家官方认证就来蹭糇子真的🤢,1.0,1.0
526,7.0,4644803208,0,合影,1.0,1.0
670,10.0,跳伞的胖月亮,一只猫罐,所以不就是追尾,0.0,0.0
575,1.0,lucky小咪520,李噶L,如果没有监督呢🤔,0.0,0.0
755,9.0,矿业大学的14号,陆屿陌,我支持，因为想不到让老头乐合理上路的办法。合理上路，你说把它定义机动车还是非机动车？定义机动车，你得需要驾照吧，你得需要保险吧，你让70 80老人考驾照么？定义非机动车，现在这老头乐都和机动车一样大小，怎么在非机动车道上行驶？所以，我支持在这个问题上一刀切。,0.0,0.0
638,3.0,猫先森本喵,不冉而然,这得回焚尸炉吧,0.0,0.0
572,5.0,九万糊了,心那边有海,评论区一堆造谣狗被屠杀的，可以报警处理额了,0.0,0.0
676,12.0,Exvied,夜猫猫0713,引战狗没p眼,1.0,1.0
678,0.0,穿条纹睡衣的鱼,-1,川军那么男性保护的都是这样的吗？,0.0,0.0
693,8.0,不远万里23406,苍崖明月,异性和女性一样吗？洗都洗不明白的垃圾v基因,1.0,1.0
522,5.0,3888619598,1387113431,谁说朋友不能变敌人？国际政治讲感情？脑子里都是💩吗？,1.0,1.0
760,8.0,PP冷眼看世界,11馨馨,深圳家庭年收入中位数是62192元，一个房子最便宜的也得200W（还是安居房），需要32年,0.0,0.0
689,1.0,可爱熙了,不明身份的武林萌丷,我支持这样的人火,0.0,0.0
607,20.0,会飞的超人-A,菠萝菠萝菠萝菠萝菠萝菠蜜,厉害了呀。那医科大学的附属医院，三甲那种，属于什么级别？😂😂,0.0,0.0
760,11.0,多一点点善意,11馨馨,有没有想过自己的问题 我在深圳一句已经有两套房了,0.0,0.0
530,7.0,1835223204,17596400512259,正史里，记得是平型关大捷，一场居高临下完美的伏击战，兵力又占优，结果战损比接近1：1，打的还是日军的辎重部队。开火后吹冲锋号和日军拼刺，结果日军异常凶悍，不像国军一触即溃，我们完全占不到便宜还吃亏了。从那后，我们将领开始重视拼刺训练。,0.0,0.0
616,7.0,传奇色彩1998,今天也是一个小垃圾,小女孩轻摸狗已经很礼貌了好吗？不然你想一个小女孩怎么跟动物交朋友？下跪吗？亏你自己也是女孩，对一个比你小的妹妹咋就那么刻薄啊？,0.0,0.0
608,16.0,你我都是韭菜198702,我居然没改名字,你有选择权,0.0,0.0
581,7.0,你知道拉屎是什么感觉嘛,田田田田嘉瑞6_,朋友圈有个家里有两辆车一套大套间的一个女生和老公结婚有了两个孩子，得了咽喉什么的，要动手术，那段时间经常看她自己在转发自己的轻松筹，那时候够想举报她的，家里还那么有钱，还要利用好心人的善意，反正最后筹了8万多好像，他们家直接换新房子了,0.0,0.0
574,7.0,呜呜呜呜崽,beautiie,我难道还要跟她说谢谢吗，这是她最基本应该做的事情。,0.0,0.0
529,6.0,5268612859,5274759106,OK好我沉默,0.0,0.0
542,5.0,5503681242,3605180605,寒假lz必拿下,0.0,0.0
737,3.0,云楠--,ash1takaa,别给大山东丢人了,1.0,1.0
748,7.0,--趁时间没发觉--,hey四分之三的晴天_,@Real皮皮王 评论区都是林俊杰的粉丝在发疯啊 查看图片,0.0,0.0
611,7.0,同福客栈同福,你的名字_我的心情,我自己经手我放心，别人就算了，这条多少钱啊,0.0,0.0
759,0.0,三公司的二流子,-1,来算算中国人在北京买房不吃不喝几年？,0.0,0.0
755,5.0,陆屿陌,纯纯大无语状态,你说到重点了，为什么不让老头乐合法上路？为什么要非要一刀切,0.0,0.0
739,8.0,妲己只听晴儿的话,客家小书童,肯定是很着急的下意识反应呀,0.0,0.0
612,10.0,今年更顺意,Eup遗忘,哦，那你多吃,0.0,0.0
735,1.0,期望事事顺意,十八斤草子,是的，消防员都应该女的去当，女的更擅长更乐于奉献,1.0,2.0
705,3.0,生生世世00010,探索三亚,裙底？搞笑的吧，拍个背影就有罪,0.0,0.0
628,5.0,石祎是个机器人,铁膝战警肖万,北方共饮黄河水,0.0,0.0
509,1.0,1247527941,0,"她说话好像雌小鬼能不能让她在""道歉不""前面加个""杂鱼""？",1.0,1.0
760,5.0,jp阿帕齐pa,11馨馨,你有钱还没资格买呢,0.0,0.0
570,13.0,岭南道按察使汉青书,偶爾犯懵,确实，有时候我在想在医院周边放着音乐跪在安全岛求着路过都人发发善心，不知道是真假需要帮助的人 一个娃娃 包括她，还有她母亲！持续都一周了，或者她真的需要帮助,0.0,0.0
579,13.0,九万糊了,皮蛋巨侠杨11,造谣是演付法律责任的,1.0,1.0
743,14.0,哎一股咚咚o,天天熬夜你们不困吗,想死的是拦不住的,0.0,0.0
745,5.0,DeeeeBing,尼古拉斯二迷糊,违法套路也要讲证据，十个人都说你欠我们钱，现金给你的，说你有套路，你就认吗？？这玩意原本就是擦边球，除非自己偷摸全程录音录像,0.0,0.0
652,10.0,飞鸟kiki,雨林东路,是的，好多人非常偏激,0.0,0.0
606,10.0,尔时三随,抖腿少女腿不停,这个也分专业，我们专业基本没有保研这一说,0.0,0.0
719,14.0,JUNGLEEEEEEEEEEEEEEEE,不盖被子会感冒的啦,谢谢啦，我们这边虽然震感强烈，但比震中农村要安全些，他们才是更应该小心的,0.0,0.0
593,2.0,忽然想-改个名字,熙宁月,合着就是不能反抗是吧？,0.0,0.0
534,6.0,3466331136,1072119079,忍一忍，我们这里是长沙在网上到处代表湖南嘞,0.0,0.0
693,9.0,旸谷jmtd,苍崖明月,对啊，你自己举的例子就对啊，可是说玩弄感情玩弄异性，请问玩弄女性是？强奸是一种行为，奸带有女字旁，是特指的，我真的厌蠢，你们明明什么都知道，但是人家的意思都搞错了,0.0,0.0
678,18.0,owy不得带手机重生入烤肠,穿条纹睡衣的鱼,玛雅大姐你在哪个平行世界啊成都两万亿GDP比不上武汉杭州一万亿是吧山猴子先把🧠看看再来撒泼打滚吧🤣👉打嗝大姐怎么拉黑了啊是怕我一直提山猴子造y你心虚吗,1.0,1.0
730,1.0,晚饭要吃毛毛,简单善良78994959,原尼玛的因,1.0,1.0
759,1.0,why的小土豆,三公司的二流子,全款的话我需要40年,0.0,0.0
713,5.0,china海洋大学,De-cK,不是，这个微博一直都说是次责，你为什么说人家全责没毛病啊？,0.0,0.0
694,29.0,By_落飒之风,父拔插头人踢狗,枪违禁，字典不能有枪。合着法典里全是违禁的内容应该把法典和谐了,0.0,0.0
670,11.0,柴扉轻叩A,一碗意_,调查是需要时间，但追尾的情况一眼就能看出。,0.0,0.0
610,1.0,曼哦2333,BabyDragonQueen,你的描述和飞机上的快餐盒饭一毛一样，我吃完下飞机就去厕所一顿吐了，不过飞机上密闭吹冷风也是一个原因，饭菜浓浓佐料味非常惹吐,0.0,0.0
564,1.0,4136697679,0,围脖,0.0,0.0
606,20.0,蝄蛟不动,Katrina的妙妙屋,不管怎么选都会后悔，都会回想如果当初。。。。。。,0.0,0.0
760,9.0,Jasmine_Bii,11馨馨,首尔房价比北上广深贵！,0.0,0.0
578,9.0,芝士芝士____,江南的小仙,动动手写篇小作文两三天时间大几百万就到手了 有些穷途末路的人可能已经在钻研了…,0.0,0.0
748,4.0,sunny704,hey四分之三的晴天_,寒冬有我伦,0.0,0.0
625,5.0,zhu葛对司ma,Eusga,买条链子把它栓起来,1.0,1.0
618,1.0,亲爱的爱德华先生呀,Mr_奚小姐,他真名吧,0.0,0.0
644,5.0,努力向上闪闪发光,Bettysjing,难怪男的管不住下半身呢，就因为你这种人太多了,1.0,1.0
743,4.0,追梦的吃包,天天熬夜你们不困吗,所以对所有的人和动物保持善意，有时候拉一把帮一下真的能改变很多，也是为自己和家人积福吧。,0.0,0.0
654,4.0,空空WJH,kensgp,很多地方行政复议的，还是作出不予立案的分局。各人对法律的理解不一样。所以可以申请上级机关进行复核，也可以去检察院申请立案审查监督。,0.0,0.0
757,7.0,我的同桌有点扯,yujieqiong,中国人不吃不喝30年，掏空6个钱包，买个恒大的房子，想想就美滋滋,0.0,0.0
634,0.0,大梦同学的微博,-1,为啥我上学遇到的河南同学及工作遇到的河南同事都很好，很实在。,0.0,0.0
754,0.0,飞狗狗的喵,-1,老头乐做的和汽车一个模样，有些甚至比汽车大，不用考证不用上牌，是怎么允许生产出来的？,0.0,0.0
663,10.0,明志筱,朵滴朵滴朵99,初步判定啊，现在是全部检查了才知道，很多人都会以为是装疼了而已,0.0,0.0
526,3.0,2897952569,0,就说大伙爱不爱看吧,1.0,1.0
671,11.0,leelovewey,忘忧小绿草,不调查就乱发布信息？,0.0,0.0
606,18.0,晚安水水_,66长乐未央,招生计划和报考人数不是一比一的，比如多一个名额就可能有一百个人报，同理少了也是。,0.0,0.0
757,10.0,一百万lanu,yujieqiong,我第一反应也是才15年,0.0,0.0
600,8.0,tbgyyszg,鲁冀姚大王,然而你再一口一个你你你，也没用，毕竟这个事件主体人不是我 还有，这个规定不是我说的，是g+制定的。你大言不惭的说【就算有规定怎么样，反正我就是不遵守，jc找我我也抗法】，怎么，你要违法违规啊,1.0,1.0
684,5.0,你今天你脚离地了吗,绾青丝·七仔,离我远点，口气挺大的,1.0,1.0
682,11.0,G小奶龙龙宝,无穷碧2号,成都政府法院有说过吗！一个地铁自己家的法院说的就是成都说的了？？,0.0,0.0
705,5.0,带你回遇境,linxin_0714,我就想问，说不许别人拍的，和允许别人拍的，是同一个人吗就算都是女生，那也是不一样的，有的人就是介意任何情况下被拍，有的人就是不介意，不知道你们在讲什么,0.0,0.0
520,8.0,332380159,0,这里是孙吧，你要发癫去xhs,1.0,1.0
752,9.0,末兮小仙女mua,依水莹莹-SeanBobo,我电瓶车被抓还罚呢,0.0,0.0
738,4.0,祂爱世,杰诺瓦3,别贼喊抓贼了，建议严查你,1.0,1.0
537,10.0,6563381859,2069684675,“适应社会”典中典,0.0,0.0
520,2.0,4625218853,4272060853,笑死了 你这性别配上黄牌莫名喜感 不容易吧宝,1.0,1.0
647,1.0,一个否定的称号,理桃子,4岁孩子会说话了，如果犯了错误什么都奶奶替做，去承担，这不是惯犯吗,0.0,0.0
647,3.0,江东梦中客,理桃子,对4岁小孩打拳，这绝壁是个女拳，必须起诉，要求赔偿,1.0,1.0
667,14.0,豆豆无殇,云歌ar,美国非常好，从来不枪战，赶紧润吧,0.0,0.0
573,8.0,NNlucky666,CforikY_,就应该直接全退了，凭什么放在平台,0.0,0.0
576,5.0,星陌然北,cph果儿,最新消息还了六万，每人平分0.01,0.0,0.0
670,7.0,浅醉一生2000,raina酱酱,现场不就是两个车撞到一起了，后车驾驶室直接装进前车车厢里面了,0.0,0.0
694,10.0,柔荑长在涓浍边,父拔插头人踢狗,加一，我也想了半天,0.0,0.0
705,7.0,尘离Katana,探索三亚,我觉得正常女性没必要为女拳说话,0.0,0.0
556,0.0,2359665538,-1,不是哥们连夜从四川跑到山东挺累的吧,0.0,0.0
617,3.0,听音乐的胖子,啊兔兔兔嗷,那必须的,0.0,0.0
711,6.0,955不加班大橙子offer工资都多多,___李素丽你漂亮吗,你确实没文化，天天挂这挂那儿，也就这点本事了,1.0,1.0
669,2.0,熹熙雅凝,傲娇的小脸儿巍扬,是的，昌平线不在地下，是在路面的,0.0,0.0
693,15.0,中华天元拳传人,脱稿到脱发的手艺人,首先有些词语就是恶的属性，贬义词，“奴役”本身也就只能加人身上，除了人民也没有更好的选择，“玩弄”也是一样，本身就是嘲讽权贵的，玩弄本身就是贬义，后面根本衔接不了正常事物，能跟着的也只有“女性”“权术”等，小学生能听得懂什么是权术你要是加了个“玩弄遥控车”倒是大和谐了，变成中性词,0.0,0.0
753,13.0,小胖儿的東漓君Jun,美离间祸众国,就是老头乐的问题,0.0,0.0
562,7.0,1248541866,809839291,这样的人基本不会这么说，基本懒得搭理你。视频里这种多半是喊口号的空想家,0.0,0.0
717,8.0,红色motor,black考拉,呵呵 你这脑部发育不好治,1.0,1.0
637,6.0,youkai015,是小关同学呀-,谁啊？你可以举例说明下,0.0,0.0
692,4.0,evelyndebal,卧龙凤雏吃瓜子儿,以前的字典没有这种释义。 查看图片,0.0,0.0
600,3.0,tbgyyszg,您已经是会员啦,真怀疑你是不知道有明文规定，对待住客遗落的东西，酒店有义务保管吗,0.0,0.0
757,4.0,偷懒想出来的昵称,yujieqiong,万恶的资本主义国家又在宣扬不良价值观了，我们可不能上当受骗，要不然我们那些远超莓果富豪人数的大富豪还怎么赚钱,0.0,0.0
575,3.0,蛋黄煎饼不吃香菇,李噶L,如果这200万的筹款没闹上热搜，估计都得被吞下，这还只是线上，线下我不信他们一分没收,0.0,0.0
724,12.0,林鹿_vv,换个名字就不认识了呀,应该是没有厕所真正有需要的人还是会申请公租房、才不会被有关系的人占房的意思吧,0.0,0.0
748,10.0,sunny704,hey四分之三的晴天_,寒冬有我伦,0.0,0.0
677,1.0,Minecraft-为国铸舰,WhatIf9,可是川大新闻之圣地 学姐最爱的地铁呢,0.0,0.0
538,6.0,2387527462,3355466934,不是我说的是地狱嗨的惯用伎俩 他们喜欢说急了🟰说中了 我的意思是让四川网友感受一下地域黑的感觉,1.0,2.0
665,9.0,想念十七岁,哎呦喂哇c,有责任人走不了工伤,0.0,0.0
647,6.0,rui1112,理桃子,小仙女误入凡间，时时发病,1.0,1.0
705,6.0,linxin_0714,带你回遇境,我们不知道是不是一个人，我们也想个别人个别对待，可是打拳的xxn从来都是恨不得打死所有男人，那就别怪我们同样看待所有女性了。,1.0,2.0
688,19.0,调频52Hz的收音机,汉嫖妓将军,这种反智言论你理她她就赢了 查看图片,1.0,1.0
734,2.0,妾身坐不到啊,奶T喵喵,你家里的男人 先去报名打日本🇯🇵?,1.0,1.0
678,15.0,你眉目若远,owy不得带手机重生入烤肠,成都男同是这样的,1.0,1.0
578,8.0,江南的小仙,丠善Y,狼来了的故事，以后真实需要帮助的人大家可能会以为是假的了。这跟扶老太太一样，现在没人敢扶,0.0,0.0
724,19.0,丸子好运连连,换个名字就不认识了呀,重点在于公租房里面什么设施都有的话跟普通公寓就没什么区别了，就可能导致这些房子到不了真正有需要的人手里，例如新闻这种情况。如果缺点什么设施，真正需要的人还是需要这间屋子，而那些占位的人可能就瞧不上了,0.0,0.0
742,16.0,太阳或是月亮,foa988,讲真店主真的善良用心，网上梗看多了，看到这以为是希望店主把外卖做的好一点，所以最好确认一下,0.0,0.0
752,5.0,永远爱蓝军切尔西1988,依水莹莹-SeanBobo,。。,0.0,0.0
687,8.0,小蜜蜂的飞行之旅,反潜联盟,赶紧看了一下我们家字典，很多以前不是这样的。这就离谱了，很显然有人故意为之。 查看图片,0.0,0.0
567,15.0,阿墨熙霖,爱莲条纹说,你这么一说我想起我小时候了，妈妈让我翻山去给姥姥送豆角，送到之后赶中午饭马上要下雨，姥姥不留我吃午饭，马上下雨让我赶紧走，我才六七岁不知怎么办，邻居家姐姐留了我再她姥姥家吃饭，我姥姥追到她家让我赶紧走，没办法邻居姐姐陪我一起，路上大雨我从山坡滚下去摔破好多地方，我妈再不让我去姥家,0.0,0.0
680,16.0,消失的鲶鱼一家,雨文牙隹广土,评论区里敌特真多啊 怎么没人抓他们,1.0,2.0
674,0.0,伝伝里,-1,我能当场把小孩摔死,1.0,2.0
525,6.0,3891544972,6347785231,进过实验室吗？哪个大学实验室让你这么穿的？,0.0,0.0
655,2.0,非知名评论委员,如履破冰,这只是采访老人的一面之词,0.0,0.0
688,6.0,疯子池,汉嫖妓将军,论迹不论心。,0.0,0.0
640,7.0,桃桃逃跑车,Eurus沉浸式,是这样的 我现在就是一边读书一边兼职 真的感觉在欧洲什么职业都很受尊重的,0.0,0.0
727,0.0,宇宙第一拔火罐,-1,儿科医生全世界都非常稀缺，大家都要健康,0.0,0.0
758,9.0,开团先护我,United鑫,生下来没有这辈子就没有了,0.0,0.0
579,8.0,和光同尘土飞扬,皮蛋巨侠杨11,最近这些事件，突然觉得希特勒都可以被理解了，反正都是人性,0.0,0.0
677,6.0,尼古鼎真,WhatIf9,@你是我的一声叹息: 因为别人止步于警察局哦，可没有在警察局处理后再起诉狮子大开口要5万哦,0.0,0.0
733,0.0,科技刚子,-1,麒麟9000S,0.0,0.0
529,2.0,5274759106,0,实验室不是啥都能穿的，没上过大学建议别在瞎β,1.0,1.0
616,12.0,噢呀土豆啊,-1,这孩子，从小就是个坏坯子，狗咬到人，狗主人直接走了固然有错，但是描述事实全然不提自己的过错，说狗主人不管一下狗，人家栓绳了站在狗旁边你自己凑上去不经别人同意上手摸，没有错吗？,1.0,1.0
574,4.0,小马小马吃白萝北,beautiie,都闹那么大了 谁敢动 换你你敢动吗？,0.0,0.0
704,6.0,我很坚定是你,小钒bu凡,原来你嫁出去还得靠男的祈求啊,1.0,1.0
685,6.0,改名省的被认出来,飞泉挂碧峰-,笑死了，多少女宝一口一个男的死绝还顺便舔自家哥哥闭口不提女宝都是你这种智商吗,1.0,2.0
530,3.0,1220058895,17596400512259,你这是抗日神剧看多看傻拉是吧，真以为大刀对天下无双是吧，你特么多少尊重点历史事实好吧.,1.0,1.0
719,11.0,挖呀挖201309,JUNGLEEEEEEEEEEEEEEEE,农村确实会更严重 因为房租达不到防震等级 我们这边前多年的房子基本都是预制板 不知道那边农村是不是也一样 这种房子地震的时候危害特别大 快过年了  希望都平安🙏🙏🙏,0.0,0.0
541,3.0,3904029467,6567169625,哈哈哈哈哈干得漂亮,0.0,0.0
588,6.0,02没有了,我叫极个别同学o,去找我的捐款  申请就可以了,0.0,0.0
555,1.0,3858652412,0,一个班的同学问问不是很正常吗尤其是青春期的男生这样以为是在和对方开玩笑啊，一个玩笑而已对方真当真了,0.0,0.0
522,0.0,6423198965,-1,敌人骂我们 正说明我们做对了,0.0,0.0
531,4.0,583454795,0,如丧考妣的急了,1.0,1.0
596,1.0,李泽言的隐婚老婆,云萧萧0708,笑死 还真有 酒店治安管理法明确说了哪怕是没通知前台的顾客遗失物品酒店有义务联系失主并且登记保留三个月,0.0,0.0
715,3.0,蜀乡夜雨,Barrichello_Hu,泼妇而已。,1.0,1.0
647,8.0,司城流婉,理桃子,是不是真碰到了我不知道，但是老人是真受伤了,0.0,0.0
673,0.0,你知道我這幾年在美國怎麼過的嗎,-1,还得上班 耽误挣钱,0.0,0.0
670,3.0,For_FreedomP,王大wyt,看现场照片后车车头挤压严重了,0.0,0.0
671,17.0,剑太大藏不了,忘忧小绿草,这速度很快了，需要核实调查还有就是昨天优先的是施救,0.0,0.0
759,16.0,锦依慈,三公司的二流子,我家这边12万左右一平，要是一个月挣一万，那买个100平的就是100年。,0.0,0.0
617,1.0,干净有卫生,啊兔兔兔嗷,属地管辖,0.0,0.0
667,0.0,听音乐用紫玉,-1,北京地铁不赔钱？,0.0,0.0
726,3.0,Q懒羊羊不懒,是孤独的总和,加号的背后是医护人员的缺失啊,0.0,0.0
676,13.0,二庆CKG,夜猫猫0713,毕竟w逃命都要来成都,1.0,2.0
598,2.0,玩家阿晨,起名困难户vfch,不论是什么东西，在房间里总有打电话询问一下义务和责任,0.0,0.0
662,5.0,鲨鱼专吃小朋友,KKeithy,害，北京那么多条线呢，就是在也不一定就碰上的，把心放肚里兄弟,0.0,0.0
713,14.0,De-cK,拿了护照签证游寰宇,在一些路口右转的正确做法确实应该是停车观察后通行，而且这个停止必须是在停止线内停车，如果过了停止线停车导致放行车辆碰擦右转弯依然承担责任,0.0,0.0
578,7.0,幸运樱喵,木座乡的羽毛,这叫非法集资,0.0,0.0
507,1.0,499534615,0,这么幽默的吗,0.0,0.0
700,0.0,网名不要那么长像我这样就行了,-1,牧羊犬不是浪得虚名,1.0,2.0
581,16.0,我说我是风月你信吗,小鑫在路上77,是你太短视了，豆豆妈的事已经让不少网友对爱心众筹这事失去信任，这次的200万如果最后没用到给小女孩治病而是给他家添了套房，那未来再有类似的事件就没人愿意捐钱了，谁知道自己美好的心愿到头来会不会是别人发财的手段呢,1.0,1.0
665,3.0,哎呦喂哇c,G阿阿阿敏,你要扭伤啥的不算 如果骨折了 申请工伤的同时还有三到六个月的带薪休假呢,0.0,0.0
634,10.0,APEMOON,大梦同学的微博,我遇到的河南人都挺好的,0.0,0.0
753,5.0,横斜斜斜斜斜,美离间祸众国,但老头乐确实也不太安全,0.0,0.0
730,5.0,冷水乱马,Kavka030,你是不识字吗？好可怜，你爸妈不给你读书吗？,1.0,1.0
653,2.0,努力工作的工作细胞,哊伱眞好_,伤人就要赔钱有什么问题吗,0.0,0.0
680,4.0,prajna200812,雨文牙隹广土,成都人表示见惯不怪了,0.0,0.0
616,11.0,传奇色彩1998,今天也是一个小垃圾,还说你平时与人交往也是这样？都是女孩子，人家抱持友善态度碰下你肩膀手臂想跟你说个话交个朋友。你却是一言不发，就像新闻里这伤人的狗一样，欻直接一拳打上去？,1.0,1.0
756,3.0,Dwadego,大凯invoker,这个简单 雇一个未成年,0.0,0.0
665,7.0,正版现货不熟煲煲,三木79872,只要有骨折几乎就是十级 我去年工伤骨折赔了十几万,0.0,0.0
689,10.0,想吃爆辣炒米粉儿,不明身份的武林萌丷,小仙男啊正常,1.0,2.0
579,4.0,而树居士馨198004,皮蛋巨侠杨11,一口一个爱狗人士，真是会引导呢，他也知道是因为这件事引起的啊，得了便宜还卖乖，装模作样的说什么呼吁和平呢，真有这心就先解释清楚重点为什么夸大病情先筹那么多钱啊，转移话题一把好手,1.0,1.0
580,6.0,湿水毛巾,陈同学yc,舆论 同情 有利可图,0.0,0.0
630,5.0,晴雨天111,刘子湘-sally,才8年而已，30万好厉害好棒哦，不许你去大陆很土很,0.0,0.0
544,2.0,304822639,0,装什么捏，不就是基波纽子变大了，想投批了,1.0,2.0
579,20.0,女友力0837,持觞劝候赢,你自己看了吗你啊？,0.0,0.0
646,2.0,北北三思,不爱了447,爱结不结，谁在意你，小孩子家教问题又扯到男女结婚,0.0,0.0
650,10.0,薇芷duang,快快子也想开开心心的躺赢,三岁不会说话建议去查下智商,1.0,1.0
582,12.0,小生活呀真呀嘛真好过,大湾区小欢喜,你没钱存就没钱存吧 说到你痛处了？,1.0,1.0
633,3.0,甄姬大闪控五个,阿水睡了7,安息吧你   看一个点就以为是圆，,1.0,1.0
676,7.0,放下蚊帐裸睡调戏蚊子就是玩,夜猫猫0713,你可以骂成都地铁，没有必要骂成都,0.0,0.0
607,19.0,会飞的超人-A,菠萝菠萝菠萝菠萝菠萝菠蜜,哦哦，那很不错噢。那影像市三甲，省三甲分别能拿到多少月薪，年薪噢？😂,0.0,0.0
746,5.0,奶糕cake,你是爱哭的小气鬼,985本硕博才给e哎,0.0,0.0
747,1.0,惊涛帮主,王大铁锤11,谢谢周董新歌🎄✨ 圣诞主题，很有氛围感～～🎀,0.0,0.0
635,1.0,-飛翔的鯨魚-,夏日蓝云mm,律师还被赶出法院呢,0.0,0.0
642,1.0,巫鸦DE,巫鸦DE,不是瞧不起保洁哈，只是在国内岗位薪酬差距很大的情况下，保洁真的不是一个有本科学历的人的优选。除非干到管理层。,0.0,0.0
644,13.0,芥末麻薯,Bettysjing,趴在公厕偷看的有多少是三四岁的孩子，哦知道了，原来是你这样的家长从来都不教育自己的孩子有性别意识啊,1.0,1.0
709,2.0,我的开心不会碎,日常碎碎念ing,不能看脸，帅哥里面坏人也多的是,0.0,0.0
651,7.0,正宗肥母豚,杨小柒57,那俩小馒头也配叫袭,1.0,1.0
692,18.0,张家财产_,卧龙凤雏吃瓜子儿,叹气/,0.0,0.0
655,9.0,YYHHXX13,独历男性,外国人应该是排在最前面的，因为小廯女会去舔着丕脸倒贴,1.0,2.0
668,6.0,alison_s_top,爱上的莫奈,我只记得我看到伤员躺在担架上等待转运，天上还飘着雪花，然后救援人员把外套脱下来给他盖上,0.0,0.0
638,5.0,Max_YLyy,FelidaeNiYo_,你又懂了你可太懂了懂哥,1.0,1.0
758,11.0,劳模的clover,United鑫,我算了一下我的房子🏠大概我要不吃不喝37.5年,0.0,0.0
758,4.0,Somnus丶AME,United鑫,从秦始皇干到现在也买不起,0.0,0.0
666,0.0,岁月静好安暖相伴168,-1,不是断了吗？怎么又改追尾了,0.0,0.0
611,14.0,元上树,你的名字_我的心情,烧鸡，卤菜也是预制菜。,0.0,0.0
593,0.0,烧伤超人阿宝,-1,这事儿要再不管，中国警察就等于自己把脸扔地下让人踩了。,0.0,0.0
748,1.0,--趁时间没发觉--,hey四分之三的晴天_,@Real皮皮王 评论区都是林俊杰的粉丝在发疯啊 查看图片,0.0,0.0
663,14.0,蘑菇目前不改名啦,25岁的奇迹嘻嘻,有没有可能出事的时候没有办法摸到手机而且出事的地方也不在车站啊,0.0,0.0
742,10.0,向左向右向前转,foa988,心理疾病也是疾病，病催着他死，但他本能是会求救的,0.0,0.0
751,16.0,秋仲琉璃子不语,勇敢的老头儿,封闭区域里面是可以使用的，但是经销商会误导老年人，说可以上路。,0.0,0.0
743,17.0,我们说好的一起旅行_,天天熬夜你们不困吗,生死就在一念之间,0.0,0.0
679,14.0,雪落夜阑,love王星凯,成都地铁下面根本评论不了,0.0,0.0
671,3.0,宗桑桑桑桑,忘忧小绿草,这不是公开了吗 也没遮遮掩掩啊,0.0,0.0
621,6.0,落木飞青,上帝丿佐手,换我拼死也会杀了它，不开玩笑,1.0,2.0
739,0.0,客家小书童,-1,提醒患者需要用手砸头部？这是什么道理？,0.0,0.0
611,8.0,只清新不亲近i,你的名字_我的心情,但是你看看预制菜的配料表啊半个元素周期表都进去了，你家红烧肉能放冰箱一年么,0.0,0.0
570,16.0,梦奇呆的二次方,石玉食欲诗雨,对啊？虐杀流浪小动物也不是小女孩一家呼吁做的啊！为啥现在网络分化好极端啊！,0.0,0.0
669,4.0,傲娇的小脸儿巍扬,任坡宇,哦，原来是这样。我们哈尔滨都是在地下运行。,0.0,0.0
756,14.0,土豆Potato土,大凯invoker,老头乐应该和电动车一个标准。都不需要驾照，也不需要买保险，必须得是国标，不能超过15公里每小时,0.0,0.0
736,2.0,啵啵饱饱love,柯基屁屁有颗痣,这个黑暗的世界里没人会做你的光照亮你，建议你用绿帽子的绿光照亮自己,1.0,1.0
675,0.0,罗孔佑200307,-1,在中国女权的眼里，你只要性别为男就是原罪，正是这种“男性原罪论”思想的指导下就出现了“男性幼童&gt;任何年龄的女性”之类的逆天公式，在这个公式里，年龄不是重点，性别才是,1.0,2.0
684,1.0,天空海阔的尽头,你今天你脚离地了吗,外包的,0.0,0.0
519,6.0,4278945617,1065787616,那你和她锁死好了,1.0,1.0
609,8.0,QM量子力学,吕六清爱微博,市面上百分之六十的连锁餐厅都是预制菜 反而这些餐厅的食品安全是比较有保障的吧,0.0,0.0
571,2.0,Nancy34947,拒绝电疗,劳荣枝的律师,0.0,0.0
599,10.0,戒灵007,在逃小喵喵,gun别来我这发癫,1.0,1.0
650,4.0,村头Oleg,快快子也想开开心心的躺赢,你家估计也有这样的小孩,0.0,0.0
682,14.0,G小奶龙龙宝,无穷碧2号,秉公什么公呢？都是敷衍的话词,0.0,0.0
610,17.0,zfy张飞燕zfy,system_____,我们这边，孩子能走读。所以还好些。,0.0,0.0
532,7.0,4585696705,1216485516,还好我是四川市不是成都省的,0.0,0.0
555,10.0,6025571568,3858652412,你觉得这玩笑好笑？小丑,1.0,1.0
